LEXICALUNIT	TOTALCORPUS1	TOTALCORPUS2	FILEDETAILS	LEXPOSPATTERNSC1	LEXPOSPATTERNSC2	POSPATTERNSC1	POSPATTERNSC2	SIMILARITY
innovation_NOM	1443	1462	./results/innovation_NOM.1987-1988.2005-2006.patterns.d3.csv	1473	1477	711	685	0.985155097854
émis_ADJ	873	596	./results/émis_ADJ.1987-1988.2005-2006.patterns.d3.csv	40	22	68	32	0.366490100184
gynécologie-obstétrique_NOM	20	8	./results/gynécologie-obstétrique_NOM.1987-1988.2005-2006.patterns.d3.csv	19	6	26	16	0.821764416792
shore_NOM	56	66	./results/shore_NOM.1987-1988.2005-2006.patterns.d3.csv	9	5	17	17	0.646996639221
négrier_NOM	23	104	./results/négrier_NOM.1987-1988.2005-2006.patterns.d3.csv	11	16	18	33	0.66286796528
éclat_NOM	1079	765	./results/éclat_NOM.1987-1988.2005-2006.patterns.d3.csv	1081	764	595	468	0.993485230051
lampion_NOM	45	21	./results/lampion_NOM.1987-1988.2005-2006.patterns.d3.csv	44	18	44	25	0.807437499931
self-made-man_NOM	1	16	./results/self-made-man_NOM.1987-1988.2005-2006.patterns.d3.csv	0	16	0	27	0
stalinien_ADJ	377	175	./results/stalinien_ADJ.1987-1988.2005-2006.patterns.d3.csv	377	171	218	130	0.953793104008
photogénique_ADJ	22	23	./results/photogénique_ADJ.1987-1988.2005-2006.patterns.d3.csv	21	23	15	23	0.256928009727
illusionner_VER	24	13	./results/illusionner_VER.1987-1988.2005-2006.patterns.d3.csv	24	13	40	24	0.887140299532
collecter_VER	314	481	./results/collecter_VER.1987-1988.2005-2006.patterns.d3.csv	316	483	334	430	0.976362016889
urticaire_NOM	9	10	./results/urticaire_NOM.1987-1988.2005-2006.patterns.d3.csv	9	10	13	9	0.748653233433
chichi_NOM	29	40	./results/chichi_NOM.1987-1988.2005-2006.patterns.d3.csv	28	29	29	30	0.931884602323
pontifier_VER	7	6	./results/pontifier_VER.1987-1988.2005-2006.patterns.d3.csv	7	6	14	10	0.0
conducteur_NOM	1192	863	./results/conducteur_NOM.1987-1988.2005-2006.patterns.d3.csv	788	490	476	378	0.973925499788
corporate_NOM	9	38	./results/corporate_NOM.1987-1988.2005-2006.patterns.d3.csv	3	21	2	31	0.521793932087
modern_NOM	61	113	./results/modern_NOM.1987-1988.2005-2006.patterns.d3.csv	24	10	42	18	0.673325980226
dispensateur_NOM	19	7	./results/dispensateur_NOM.1987-1988.2005-2006.patterns.d3.csv	19	7	31	9	0.725372378084
coiffure_NOM	156	148	./results/coiffure_NOM.1987-1988.2005-2006.patterns.d3.csv	158	148	157	128	0.964172652931
pontificat_NOM	48	159	./results/pontificat_NOM.1987-1988.2005-2006.patterns.d3.csv	48	161	54	142	0.910476954194
coach_NOM	49	166	./results/coach_NOM.1987-1988.2005-2006.patterns.d3.csv	48	150	55	125	0.790398795824
transposer_VER	194	320	./results/transposer_VER.1987-1988.2005-2006.patterns.d3.csv	194	322	255	344	0.951352642114
belette_NOM	8	12	./results/belette_NOM.1987-1988.2005-2006.patterns.d3.csv	7	9	4	6	0.400891862869
troublé_ADJ	251	168	./results/troublé_ADJ.1987-1988.2005-2006.patterns.d3.csv	86	55	62	46	0.903621285019
antihéros_NOM	6	34	./results/antihéros_NOM.1987-1988.2005-2006.patterns.d3.csv	6	33	4	64	0.0941183707707
pourvoir_NOM	272	166	./results/pourvoir_NOM.1987-1988.2005-2006.patterns.d3.csv	273	168	224	163	0.855900741757
cap-verdien_NOM	3	11	./results/cap-verdien_NOM.1987-1988.2005-2006.patterns.d3.csv	1	11	1	15	0.0
remobiliser_VER	46	43	./results/remobiliser_VER.1987-1988.2005-2006.patterns.d3.csv	46	42	101	79	0.748044482501
tournoyant_ADJ	26	14	./results/tournoyant_ADJ.1987-1988.2005-2006.patterns.d3.csv	13	7	17	13	0.190260597662
enchevêtrement_NOM	70	60	./results/enchevêtrement_NOM.1987-1988.2005-2006.patterns.d3.csv	70	61	83	79	0.945792517842
bonus-malus_NOM	2	17	./results/bonus-malus_NOM.1987-1988.2005-2006.patterns.d3.csv	2	17	6	43	0.0402258993355
méchant_ADJ	592	407	./results/méchant_ADJ.1987-1988.2005-2006.patterns.d3.csv	355	195	260	144	0.918146442219
pic_ADV	195	436	./results/pic_ADV.1987-1988.2005-2006.patterns.d3.csv	0	0	0	0	0
sénatorial_ADJ	328	156	./results/sénatorial_ADJ.1987-1988.2005-2006.patterns.d3.csv	334	162	212	149	0.869945190305
stérile_ADJ	293	156	./results/stérile_ADJ.1987-1988.2005-2006.patterns.d3.csv	293	154	238	146	0.949161102774
igname_NOM	15	4	./results/igname_NOM.1987-1988.2005-2006.patterns.d3.csv	15	4	19	3	0.75177851803
larvé_ADJ	93	49	./results/larvé_ADJ.1987-1988.2005-2006.patterns.d3.csv	93	49	111	59	0.885764047134
croupe_NOM	22	18	./results/croupe_NOM.1987-1988.2005-2006.patterns.d3.csv	22	18	36	22	0.707164900348
frontiste_NOM	7	56	./results/frontiste_NOM.1987-1988.2005-2006.patterns.d3.csv	1	21	1	38	0.0
tectonique_ADJ	26	51	./results/tectonique_ADJ.1987-1988.2005-2006.patterns.d3.csv	7	31	10	53	0.620449500992
serial_ADJ	2	40	./results/serial_ADJ.1987-1988.2005-2006.patterns.d3.csv	0	25	0	50	0
au-devant_ADV	72	59	./results/au-devant_ADV.1987-1988.2005-2006.patterns.d3.csv	0	0	0	0	0
hydrate_NOM	5	15	./results/hydrate_NOM.1987-1988.2005-2006.patterns.d3.csv	5	16	10	28	0.870062620325
stratosphère_NOM	17	9	./results/stratosphère_NOM.1987-1988.2005-2006.patterns.d3.csv	17	8	34	20	0.761962884104
éprouver_VER	1601	911	./results/éprouver_VER.1987-1988.2005-2006.patterns.d3.csv	1605	914	942	668	0.988533496811
reléguer_VER	290	260	./results/reléguer_VER.1987-1988.2005-2006.patterns.d3.csv	291	261	288	252	0.989672527976
attribuer_VER	2566	1974	./results/attribuer_VER.1987-1988.2005-2006.patterns.d3.csv	2581	1987	989	869	0.993474222579
télé_NOM	1534	1695	./results/télé_NOM.1987-1988.2005-2006.patterns.d3.csv	896	1075	515	637	0.964081486762
vaginal_ADJ	16	10	./results/vaginal_ADJ.1987-1988.2005-2006.patterns.d3.csv	16	10	23	14	0.528366549347
bateau_NOM	1825	1447	./results/bateau_NOM.1987-1988.2005-2006.patterns.d3.csv	1800	1429	849	780	0.98998740365
kiosque_NOM	370	249	./results/kiosque_NOM.1987-1988.2005-2006.patterns.d3.csv	376	255	265	219	0.977226471526
illicitement_ADV	4	7	./results/illicitement_ADV.1987-1988.2005-2006.patterns.d3.csv	0	0	0	0	0
coécrit_NOM	0	47	./results/coécrit_NOM.1987-1988.2005-2006.patterns.d3.csv	0	45	0	0	0
nuque_NOM	99	84	./results/nuque_NOM.1987-1988.2005-2006.patterns.d3.csv	99	83	84	64	0.970306409861
couplet_NOM	88	62	./results/couplet_NOM.1987-1988.2005-2006.patterns.d3.csv	88	60	124	84	0.842874412238
déversement_NOM	30	24	./results/déversement_NOM.1987-1988.2005-2006.patterns.d3.csv	30	24	42	43	0.733103112065
tv_NOM	984	718	./results/tv_NOM.1987-1988.2005-2006.patterns.d3.csv	0	30	0	24	0
vasière_NOM	8	8	./results/vasière_NOM.1987-1988.2005-2006.patterns.d3.csv	8	8	19	10	0.537653269544
ordinaire_NOM	1722	1374	./results/ordinaire_NOM.1987-1988.2005-2006.patterns.d3.csv	585	429	359	335	0.988974458731
soutien_NOM	4977	4582	./results/soutien_NOM.1987-1988.2005-2006.patterns.d3.csv	5047	4596	1126	1063	0.994770267922
instabilité_NOM	369	315	./results/instabilité_NOM.1987-1988.2005-2006.patterns.d3.csv	372	318	348	284	0.978472016083
capharnaüm_NOM	35	30	./results/capharnaüm_NOM.1987-1988.2005-2006.patterns.d3.csv	32	28	66	48	0.583485647921
grœnlandais_ADJ	21	14	./results/grœnlandais_ADJ.1987-1988.2005-2006.patterns.d3.csv	18	12	33	13	0.289414380708
hebdomensuels_NOM	19	0	./results/hebdomensuels_NOM.1987-1988.2005-2006.patterns.d3.csv	16	0	0	0	0
aplanir_VER	80	59	./results/aplanir_VER.1987-1988.2005-2006.patterns.d3.csv	80	59	124	104	0.895058581223
autoproclamé_VER	14	54	./results/autoproclamé_VER.1987-1988.2005-2006.patterns.d3.csv	13	26	26	31	0.672187661916
charme_NOM	1428	826	./results/charme_NOM.1987-1988.2005-2006.patterns.d3.csv	1421	812	683	522	0.993817214043
prophylactique_ADJ	7	16	./results/prophylactique_ADJ.1987-1988.2005-2006.patterns.d3.csv	7	16	15	21	0.615587011251
télécabine_NOM	41	6	./results/télécabine_NOM.1987-1988.2005-2006.patterns.d3.csv	43	6	68	10	0.645595432874
déhancher_VER	17	34	./results/déhancher_VER.1987-1988.2005-2006.patterns.d3.csv	17	34	18	58	0.816850006431
compilateur_NOM	20	4	./results/compilateur_NOM.1987-1988.2005-2006.patterns.d3.csv	22	4	49	5	0.0878938102964
bricole_NOM	46	35	./results/bricole_NOM.1987-1988.2005-2006.patterns.d3.csv	32	15	29	19	0.646674138964
fût_NOM	1126	400	./results/fût_NOM.1987-1988.2005-2006.patterns.d3.csv	261	82	257	107	0.883277412625
inexpliqué_ADJ	77	78	./results/inexpliqué_ADJ.1987-1988.2005-2006.patterns.d3.csv	78	78	74	58	0.714212739647
bientôt_ADV	2686	2080	./results/bientôt_ADV.1987-1988.2005-2006.patterns.d3.csv	0	0	0	0	0
surallocation_NOM	0	13	./results/surallocation_NOM.1987-1988.2005-2006.patterns.d3.csv	0	14	0	0	0
nandrolone_NOM	1	17	./results/nandrolone_NOM.1987-1988.2005-2006.patterns.d3.csv	1	18	3	20	0.0245071540698
détresse_NOM	402	315	./results/détresse_NOM.1987-1988.2005-2006.patterns.d3.csv	399	313	303	313	0.974426848927
strasbourgeois_NOM	82	32	./results/strasbourgeois_NOM.1987-1988.2005-2006.patterns.d3.csv	57	19	71	38	0.309899105758
rattraper_VER	653	614	./results/rattraper_VER.1987-1988.2005-2006.patterns.d3.csv	656	614	538	497	0.917151006097
asticot_NOM	5	11	./results/asticot_NOM.1987-1988.2005-2006.patterns.d3.csv	4	11	8	21	0.0
revitaliser_VER	56	40	./results/revitaliser_VER.1987-1988.2005-2006.patterns.d3.csv	56	40	72	78	0.75435998493
brûle-pourpoint_ADV	13	4	./results/brûle-pourpoint_ADV.1987-1988.2005-2006.patterns.d3.csv	0	0	0	0	0
emprunt-phare_NOM	20	0	./results/emprunt-phare_NOM.1987-1988.2005-2006.patterns.d3.csv	20	0	0	0	0
inox_NOM	40	45	./results/inox_NOM.1987-1988.2005-2006.patterns.d3.csv	13	39	15	53	0.908652218927
arabophone_NOM	35	35	./results/arabophone_NOM.1987-1988.2005-2006.patterns.d3.csv	4	8	4	15	0.109108945118
réputer_VER	690	830	./results/réputer_VER.1987-1988.2005-2006.patterns.d3.csv	691	833	426	426	0.974267167399
inexpugnable_ADJ	27	6	./results/inexpugnable_ADJ.1987-1988.2005-2006.patterns.d3.csv	27	6	55	10	0.079242885175
impatient_NOM	154	153	./results/impatient_NOM.1987-1988.2005-2006.patterns.d3.csv	19	8	22	5	0.0
robin_NOM	291	337	./results/robin_NOM.1987-1988.2005-2006.patterns.d3.csv	61	12	93	13	0.207480768769
réconciliation_NOM	918	744	./results/réconciliation_NOM.1987-1988.2005-2006.patterns.d3.csv	937	745	537	424	0.988976792625
psy_NOM	80	124	./results/psy_NOM.1987-1988.2005-2006.patterns.d3.csv	31	70	24	72	0.811318194039
sursis_NOM	658	683	./results/sursis_NOM.1987-1988.2005-2006.patterns.d3.csv	676	730	333	251	0.980738848141
surfaire_VER	10	11	./results/surfaire_VER.1987-1988.2005-2006.patterns.d3.csv	10	9	12	9	0.438726797686
doctoral_ADJ	31	16	./results/doctoral_ADJ.1987-1988.2005-2006.patterns.d3.csv	30	16	46	30	0.823715878293
lisant_ADJ	225	204	./results/lisant_ADJ.1987-1988.2005-2006.patterns.d3.csv	19	31	18	34	0.917950365262
hors-bord_NOM	29	5	./results/hors-bord_NOM.1987-1988.2005-2006.patterns.d3.csv	29	5	39	8	0.577808483761
sauveur_NOM	158	139	./results/sauveur_NOM.1987-1988.2005-2006.patterns.d3.csv	89	91	114	116	0.859039645334
modifiant_ADJ	178	269	./results/modifiant_ADJ.1987-1988.2005-2006.patterns.d3.csv	10	4	13	8	0.129099444874
néolibéralisme_NOM	7	73	./results/néolibéralisme_NOM.1987-1988.2005-2006.patterns.d3.csv	6	71	11	74	0.68547929357
mollesse_NOM	76	20	./results/mollesse_NOM.1987-1988.2005-2006.patterns.d3.csv	76	20	96	34	0.677489937958
archétypal_ADJ	8	15	./results/archétypal_ADJ.1987-1988.2005-2006.patterns.d3.csv	8	15	10	28	0.138675049056
délivrer_VER	1096	939	./results/délivrer_VER.1987-1988.2005-2006.patterns.d3.csv	1109	942	739	695	0.98670434067
chier_VER	9	25	./results/chier_VER.1987-1988.2005-2006.patterns.d3.csv	9	26	9	41	0.870493643533
brocanteur_NOM	20	50	./results/brocanteur_NOM.1987-1988.2005-2006.patterns.d3.csv	21	50	30	55	0.651383000026
enclume_NOM	31	16	./results/enclume_NOM.1987-1988.2005-2006.patterns.d3.csv	31	16	24	13	0.73483645888
arithmétique_NOM	112	53	./results/arithmétique_NOM.1987-1988.2005-2006.patterns.d3.csv	77	38	111	63	0.856649340649
prophétique_ADJ	95	68	./results/prophétique_ADJ.1987-1988.2005-2006.patterns.d3.csv	95	68	87	76	0.875206071776
gardiennage_NOM	61	49	./results/gardiennage_NOM.1987-1988.2005-2006.patterns.d3.csv	60	46	58	36	0.923991063539
philosopher_VER	49	47	./results/philosopher_VER.1987-1988.2005-2006.patterns.d3.csv	46	47	68	55	0.71575448726
ouvreur_NOM	46	34	./results/ouvreur_NOM.1987-1988.2005-2006.patterns.d3.csv	30	25	24	45	0.604661382276
diorama_NOM	12	2	./results/diorama_NOM.1987-1988.2005-2006.patterns.d3.csv	12	2	11	2	0.0
crue_NOM	267	180	./results/crue_NOM.1987-1988.2005-2006.patterns.d3.csv	173	66	193	96	0.928548196547
ratatiner_VER	12	12	./results/ratatiner_VER.1987-1988.2005-2006.patterns.d3.csv	12	12	19	24	0.663359389383
ondoyant_ADJ	23	24	./results/ondoyant_ADJ.1987-1988.2005-2006.patterns.d3.csv	19	20	18	28	0.239800568856
mauricienne_ADJ	14	11	./results/mauricienne_ADJ.1987-1988.2005-2006.patterns.d3.csv	11	10	11	9	0.524404424085
frais_ADJ	2402	2301	./results/frais_ADJ.1987-1988.2005-2006.patterns.d3.csv	1580	1481	789	750	0.974433452171
cuirasser_VER	12	11	./results/cuirasser_VER.1987-1988.2005-2006.patterns.d3.csv	12	11	20	21	0.571862769401
surévaluation_NOM	38	15	./results/surévaluation_NOM.1987-1988.2005-2006.patterns.d3.csv	38	15	55	32	0.860704898252
saturnisme_NOM	9	24	./results/saturnisme_NOM.1987-1988.2005-2006.patterns.d3.csv	9	28	22	53	0.697907200759
pâtisserie_NOM	75	90	./results/pâtisserie_NOM.1987-1988.2005-2006.patterns.d3.csv	75	86	85	90	0.920880582857
donateur_NOM	251	468	./results/donateur_NOM.1987-1988.2005-2006.patterns.d3.csv	257	476	285	442	0.925226532677
juillet-août_NOM	56	23	./results/juillet-août_NOM.1987-1988.2005-2006.patterns.d3.csv	54	21	40	14	0.898413504683
apparemment_ADV	2357	731	./results/apparemment_ADV.1987-1988.2005-2006.patterns.d3.csv	0	0	0	0	0
reporting_NOM	3	29	./results/reporting_NOM.1987-1988.2005-2006.patterns.d3.csv	3	20	7	21	0.310529501704
goutter_VER	7	12	./results/goutter_VER.1987-1988.2005-2006.patterns.d3.csv	7	12	19	26	0.24003967926
europessimisme_NOM	8	4	./results/europessimisme_NOM.1987-1988.2005-2006.patterns.d3.csv	7	4	2	3	0.0
patibulaire_ADJ	8	21	./results/patibulaire_ADJ.1987-1988.2005-2006.patterns.d3.csv	8	19	12	29	0.524530528313
ravagé_ADJ	151	165	./results/ravagé_ADJ.1987-1988.2005-2006.patterns.d3.csv	22	20	16	24	0.853814968245
géophysique_NOM	46	41	./results/géophysique_NOM.1987-1988.2005-2006.patterns.d3.csv	47	44	64	41	0.713096008375
sédentarité_NOM	2	14	./results/sédentarité_NOM.1987-1988.2005-2006.patterns.d3.csv	0	13	0	15	0
sellerie_NOM	5	10	./results/sellerie_NOM.1987-1988.2005-2006.patterns.d3.csv	4	10	3	12	0.0
pensionnat_NOM	26	57	./results/pensionnat_NOM.1987-1988.2005-2006.patterns.d3.csv	25	58	37	76	0.781219585421
junior-entreprise_NOM	49	0	./results/junior-entreprise_NOM.1987-1988.2005-2006.patterns.d3.csv	47	0	0	0	0
fluidifier_VER	3	20	./results/fluidifier_VER.1987-1988.2005-2006.patterns.d3.csv	3	20	2	44	0.109271672942
termite_NOM	23	24	./results/termite_NOM.1987-1988.2005-2006.patterns.d3.csv	23	25	31	17	0.86929185725
schéma_NOM	824	512	./results/schéma_NOM.1987-1988.2005-2006.patterns.d3.csv	826	513	629	515	0.968458429078
illustre_ADJ	946	763	./results/illustre_ADJ.1987-1988.2005-2006.patterns.d3.csv	479	241	403	251	0.961440151631
anicroche_NOM	20	15	./results/anicroche_NOM.1987-1988.2005-2006.patterns.d3.csv	20	15	25	28	0.62764096666
dose_NOM	514	496	./results/dose_NOM.1987-1988.2005-2006.patterns.d3.csv	513	506	413	413	0.954334518426
anorak_NOM	26	11	./results/anorak_NOM.1987-1988.2005-2006.patterns.d3.csv	26	11	20	15	0.648181216088
texture_NOM	39	127	./results/texture_NOM.1987-1988.2005-2006.patterns.d3.csv	38	124	42	138	0.907834606091
écourter_VER	94	65	./results/écourter_VER.1987-1988.2005-2006.patterns.d3.csv	95	65	135	113	0.890418501321
exhibitionniste_NOM	24	20	./results/exhibitionniste_NOM.1987-1988.2005-2006.patterns.d3.csv	24	20	31	21	0.368034964983
oubliette_NOM	90	40	./results/oubliette_NOM.1987-1988.2005-2006.patterns.d3.csv	90	40	95	43	0.974228908946
déracinement_NOM	32	20	./results/déracinement_NOM.1987-1988.2005-2006.patterns.d3.csv	32	20	36	30	0.771106167054
crever_VER	319	192	./results/crever_VER.1987-1988.2005-2006.patterns.d3.csv	320	192	294	226	0.94512729664
los_NOM	768	892	./results/los_NOM.1987-1988.2005-2006.patterns.d3.csv	35	27	30	36	0.626856422432
system_NOM	124	118	./results/system_NOM.1987-1988.2005-2006.patterns.d3.csv	31	16	29	21	0.828094255201
civet_NOM	26	13	./results/civet_NOM.1987-1988.2005-2006.patterns.d3.csv	26	13	33	16	0.816020664144
hippodrome_NOM	66	58	./results/hippodrome_NOM.1987-1988.2005-2006.patterns.d3.csv	66	53	60	44	0.944134438984
sémiotique_ADJ	28	10	./results/sémiotique_ADJ.1987-1988.2005-2006.patterns.d3.csv	9	5	9	6	0.0
mule_NOM	35	29	./results/mule_NOM.1987-1988.2005-2006.patterns.d3.csv	33	21	46	26	0.642021854216
immobilité_NOM	70	53	./results/immobilité_NOM.1987-1988.2005-2006.patterns.d3.csv	71	53	81	73	0.893381082382
guérir_VER	311	280	./results/guérir_VER.1987-1988.2005-2006.patterns.d3.csv	310	278	311	265	0.962595020554
dégrisement_NOM	2	9	./results/dégrisement_NOM.1987-1988.2005-2006.patterns.d3.csv	2	9	2	18	0.0710669054519
demi-produit_NOM	19	0	./results/demi-produit_NOM.1987-1988.2005-2006.patterns.d3.csv	19	0	0	0	0
celles-là_NOM	85	38	./results/celles-là_NOM.1987-1988.2005-2006.patterns.d3.csv	70	22	64	24	0.837238547017
reportage_NOM	1285	1372	./results/reportage_NOM.1987-1988.2005-2006.patterns.d3.csv	1298	1380	710	679	0.98989432171
habileté_NOM	406	196	./results/habileté_NOM.1987-1988.2005-2006.patterns.d3.csv	407	196	364	254	0.969638997306
compère_NOM	133	125	./results/compère_NOM.1987-1988.2005-2006.patterns.d3.csv	128	119	111	103	0.8196681527
adjoint_NOM	3028	1915	./results/adjoint_NOM.1987-1988.2005-2006.patterns.d3.csv	837	578	351	260	0.97895660489
trafic_NOM	2650	1681	./results/trafic_NOM.1987-1988.2005-2006.patterns.d3.csv	2773	1710	936	718	0.991434092271
manceau_NOM	8	14	./results/manceau_NOM.1987-1988.2005-2006.patterns.d3.csv	0	11	0	13	0
vomissement_NOM	14	36	./results/vomissement_NOM.1987-1988.2005-2006.patterns.d3.csv	14	36	9	30	0.821644936458
nécrologie_NOM	16	18	./results/nécrologie_NOM.1987-1988.2005-2006.patterns.d3.csv	16	17	26	36	0.550812106309
intérim_NOM	646	506	./results/intérim_NOM.1987-1988.2005-2006.patterns.d3.csv	623	496	222	250	0.95917950509
zombie_NOM	37	64	./results/zombie_NOM.1987-1988.2005-2006.patterns.d3.csv	38	53	60	54	0.72507879119
rivalité_NOM	587	507	./results/rivalité_NOM.1987-1988.2005-2006.patterns.d3.csv	591	510	441	397	0.984521318314
opposant_ADJ	1543	1633	./results/opposant_ADJ.1987-1988.2005-2006.patterns.d3.csv	112	102	171	126	0.840935024067
confiserie_NOM	40	39	./results/confiserie_NOM.1987-1988.2005-2006.patterns.d3.csv	39	38	39	48	0.875779747896
brouiller_VER	437	446	./results/brouiller_VER.1987-1988.2005-2006.patterns.d3.csv	439	446	387	394	0.976916129877
codécision_NOM	0	38	./results/codécision_NOM.1987-1988.2005-2006.patterns.d3.csv	0	38	0	0	0
saucissonner_VER	13	12	./results/saucissonner_VER.1987-1988.2005-2006.patterns.d3.csv	13	12	23	16	0.301725714562
cacophonique_ADJ	4	7	./results/cacophonique_ADJ.1987-1988.2005-2006.patterns.d3.csv	4	7	8	5	0.0
inquisiteur_NOM	50	54	./results/inquisiteur_NOM.1987-1988.2005-2006.patterns.d3.csv	31	25	52	38	0.561692224427
imaginable_ADJ	76	60	./results/imaginable_ADJ.1987-1988.2005-2006.patterns.d3.csv	76	59	83	66	0.716146864665
entêtant_ADJ	28	39	./results/entêtant_ADJ.1987-1988.2005-2006.patterns.d3.csv	18	35	23	48	0.310529501704
surplus_NOM	411	181	./results/surplus_NOM.1987-1988.2005-2006.patterns.d3.csv	410	182	358	228	0.894663483735
provisoirement_ADV	514	254	./results/provisoirement_ADV.1987-1988.2005-2006.patterns.d3.csv	0	0	0	0	0
trappeur_NOM	27	20	./results/trappeur_NOM.1987-1988.2005-2006.patterns.d3.csv	26	16	33	24	0.615444791033
minage_NOM	20	1	./results/minage_NOM.1987-1988.2005-2006.patterns.d3.csv	20	0	29	0	0
éclair_NOM	301	225	./results/éclair_NOM.1987-1988.2005-2006.patterns.d3.csv	263	215	255	236	0.962729124019
roller_NOM	5	21	./results/roller_NOM.1987-1988.2005-2006.patterns.d3.csv	3	15	3	14	0.035805743702
cours-plancher_NOM	20	0	./results/cours-plancher_NOM.1987-1988.2005-2006.patterns.d3.csv	19	0	0	0	0
surgeon_NOM	10	2	./results/surgeon_NOM.1987-1988.2005-2006.patterns.d3.csv	9	2	13	2	0.0
infect_ADJ	17	15	./results/infect_ADJ.1987-1988.2005-2006.patterns.d3.csv	17	16	22	17	0.352511993955
forte_ADV	5466	4936	./results/forte_ADV.1987-1988.2005-2006.patterns.d3.csv	0	0	0	0	0
atrabilaire_ADJ	9	20	./results/atrabilaire_ADJ.1987-1988.2005-2006.patterns.d3.csv	9	19	10	11	0.293469592827
abysse_NOM	13	41	./results/abysse_NOM.1987-1988.2005-2006.patterns.d3.csv	13	41	30	55	0.658681676755
mer_NOM	4826	3903	./results/mer_NOM.1987-1988.2005-2006.patterns.d3.csv	3745	3056	900	841	0.989161648757
pétillant_ADJ	84	105	./results/pétillant_ADJ.1987-1988.2005-2006.patterns.d3.csv	49	73	50	65	0.656139221968
ex-général_NOM	46	3	./results/ex-général_NOM.1987-1988.2005-2006.patterns.d3.csv	48	3	52	7	0.0761431129841
berge_NOM	121	108	./results/berge_NOM.1987-1988.2005-2006.patterns.d3.csv	109	100	131	117	0.974723770761
baser_VER	844	1286	./results/baser_VER.1987-1988.2005-2006.patterns.d3.csv	851	1291	384	407	0.993907022129
franquisme_NOM	75	61	./results/franquisme_NOM.1987-1988.2005-2006.patterns.d3.csv	71	59	68	55	0.939812121841
altitude_NOM	766	460	./results/altitude_NOM.1987-1988.2005-2006.patterns.d3.csv	793	461	326	231	0.964944180983
roturier_ADJ	33	30	./results/roturier_ADJ.1987-1988.2005-2006.patterns.d3.csv	15	15	10	19	0.0
oppressif_ADJ	14	17	./results/oppressif_ADJ.1987-1988.2005-2006.patterns.d3.csv	14	17	17	27	0.54122273314
militant_ADJ	5223	4170	./results/militant_ADJ.1987-1988.2005-2006.patterns.d3.csv	4643	3681	1432	1261	0.984597059937
mini-robe_NOM	4	15	./results/mini-robe_NOM.1987-1988.2005-2006.patterns.d3.csv	4	14	9	26	0.0376621788577
viseur_NOM	20	20	./results/viseur_NOM.1987-1988.2005-2006.patterns.d3.csv	20	18	35	24	0.823576469344
sobriquet_NOM	40	44	./results/sobriquet_NOM.1987-1988.2005-2006.patterns.d3.csv	40	44	65	66	0.838387811895
déclassement_NOM	30	90	./results/déclassement_NOM.1987-1988.2005-2006.patterns.d3.csv	30	92	42	131	0.72297586197
solliciter_VER	1248	1110	./results/solliciter_VER.1987-1988.2005-2006.patterns.d3.csv	1252	1112	794	717	0.978938131725
capoter_VER	71	54	./results/capoter_VER.1987-1988.2005-2006.patterns.d3.csv	71	54	122	80	0.925727923341
roumain_NOM	645	666	./results/roumain_NOM.1987-1988.2005-2006.patterns.d3.csv	149	163	210	168	0.798687331529
grognard_ADJ	33	29	./results/grognard_ADJ.1987-1988.2005-2006.patterns.d3.csv	8	5	14	8	0.0
cœur_NOM	5335	5278	./results/cœur_NOM.1987-1988.2005-2006.patterns.d3.csv	5318	5253	1110	920	0.980533191251
fiente_NOM	4	16	./results/fiente_NOM.1987-1988.2005-2006.patterns.d3.csv	4	16	5	26	0.427352161724
circonférence_NOM	24	22	./results/circonférence_NOM.1987-1988.2005-2006.patterns.d3.csv	24	22	24	32	0.907397380567
confiance_NOM	3803	3426	./results/confiance_NOM.1987-1988.2005-2006.patterns.d3.csv	3894	3435	1006	885	0.995063113831
versus_PRP	3	23	./results/versus_PRP.1987-1988.2005-2006.patterns.d3.csv	2	13	2	15	0.194257172471
vocalise_NOM	45	31	./results/vocalise_NOM.1987-1988.2005-2006.patterns.d3.csv	44	30	67	51	0.751032347357
couchage_NOM	29	33	./results/couchage_NOM.1987-1988.2005-2006.patterns.d3.csv	29	33	27	37	0.952209723998
étatisation_NOM	59	5	./results/étatisation_NOM.1987-1988.2005-2006.patterns.d3.csv	64	5	91	5	0.509724366027
froncement_NOM	9	4	./results/froncement_NOM.1987-1988.2005-2006.patterns.d3.csv	9	4	11	4	0.510266123731
amendable_ADJ	6	9	./results/amendable_ADJ.1987-1988.2005-2006.patterns.d3.csv	6	9	4	4	0.683130051064
madras_NOM	86	41	./results/madras_NOM.1987-1988.2005-2006.patterns.d3.csv	75	22	52	26	0.925704260104
las_ADJ	517	517	./results/las_ADJ.1987-1988.2005-2006.patterns.d3.csv	236	170	165	172	0.968753250777
inoccupé_ADJ	61	38	./results/inoccupé_ADJ.1987-1988.2005-2006.patterns.d3.csv	62	38	64	65	0.762935585139
bureaucratisation_NOM	16	6	./results/bureaucratisation_NOM.1987-1988.2005-2006.patterns.d3.csv	16	5	22	4	0.414869906823
indo-européen_NOM	31	12	./results/indo-européen_NOM.1987-1988.2005-2006.patterns.d3.csv	10	2	13	3	0.0
gut_NOM	5	26	./results/gut_NOM.1987-1988.2005-2006.patterns.d3.csv	3	9	3	5	0.0
territorial_ADJ	1298	925	./results/territorial_ADJ.1987-1988.2005-2006.patterns.d3.csv	1367	944	477	328	0.994270532535
