LEXICALUNIT	TOTALCORPUS1	TOTALCORPUS2	FILEDETAILS	LEXPOSPATTERNSC1	LEXPOSPATTERNSC2	POSPATTERNSC1	POSPATTERNSC2	SIMILARITY
dénuer_VER	232	232	./results/dénuer_VER.1987-1988.2005-2006.patterns.d3.csv	232	232	157	164	0.961191588993
fruiter_VER	6	7	./results/fruiter_VER.1987-1988.2005-2006.patterns.d3.csv	6	7	7	5	0.0
justificatif_ADJ	54	43	./results/justificatif_ADJ.1987-1988.2005-2006.patterns.d3.csv	27	10	50	23	0.670730779971
hypothétique_ADJ	310	182	./results/hypothétique_ADJ.1987-1988.2005-2006.patterns.d3.csv	310	182	273	231	0.920585785674
mallarméen_ADJ	6	7	./results/mallarméen_ADJ.1987-1988.2005-2006.patterns.d3.csv	6	7	5	17	0.237170824513
décharge_NOM	243	318	./results/décharge_NOM.1987-1988.2005-2006.patterns.d3.csv	225	306	236	255	0.951922002988
laquais_NOM	23	13	./results/laquais_NOM.1987-1988.2005-2006.patterns.d3.csv	21	13	25	17	0.707721389544
périodiquement_ADV	253	72	./results/périodiquement_ADV.1987-1988.2005-2006.patterns.d3.csv	0	0	0	0	0
détestable_ADJ	128	88	./results/détestable_ADJ.1987-1988.2005-2006.patterns.d3.csv	128	87	151	99	0.775956673544
contre-programmation_NOM	15	5	./results/contre-programmation_NOM.1987-1988.2005-2006.patterns.d3.csv	16	5	18	13	0.059470103345
gourd_ADJ	9	4	./results/gourd_ADJ.1987-1988.2005-2006.patterns.d3.csv	8	4	18	3	0.0
affiner_VER	245	191	./results/affiner_VER.1987-1988.2005-2006.patterns.d3.csv	245	192	232	220	0.964572589319
relogement_NOM	32	122	./results/relogement_NOM.1987-1988.2005-2006.patterns.d3.csv	32	121	42	167	0.820668739274
imperturbablement_ADV	55	8	./results/imperturbablement_ADV.1987-1988.2005-2006.patterns.d3.csv	0	0	0	0	0
autorail_NOM	23	4	./results/autorail_NOM.1987-1988.2005-2006.patterns.d3.csv	24	4	38	8	0.414039335605
électorat_NOM	1132	726	./results/électorat_NOM.1987-1988.2005-2006.patterns.d3.csv	1171	740	701	524	0.991685948601
phocéen_ADJ	69	49	./results/phocéen_ADJ.1987-1988.2005-2006.patterns.d3.csv	68	48	88	43	0.942875139505
survenir_VER	1251	1071	./results/survenir_VER.1987-1988.2005-2006.patterns.d3.csv	1251	1071	522	492	0.987719149731
distinctif_ADJ	54	53	./results/distinctif_ADJ.1987-1988.2005-2006.patterns.d3.csv	54	54	79	85	0.956616052061
conspuer_VER	60	58	./results/conspuer_VER.1987-1988.2005-2006.patterns.d3.csv	60	59	91	81	0.899293757876
réveillonner_VER	8	6	./results/réveillonner_VER.1987-1988.2005-2006.patterns.d3.csv	8	6	20	16	0.242091013068
messianique_ADJ	44	38	./results/messianique_ADJ.1987-1988.2005-2006.patterns.d3.csv	44	38	55	47	0.673998550376
koweitien_ADJ	648	0	./results/koweitien_ADJ.1987-1988.2005-2006.patterns.d3.csv	616	0	0	0	0
malice_NOM	189	134	./results/malice_NOM.1987-1988.2005-2006.patterns.d3.csv	188	131	171	136	0.974087746817
fluctuer_VER	58	61	./results/fluctuer_VER.1987-1988.2005-2006.patterns.d3.csv	58	61	81	75	0.935278705946
entertainment_NOM	31	82	./results/entertainment_NOM.1987-1988.2005-2006.patterns.d3.csv	0	15	0	12	0
saint-sulpicien_ADJ	7	4	./results/saint-sulpicien_ADJ.1987-1988.2005-2006.patterns.d3.csv	7	4	14	8	0.0
tsigane_ADJ	36	24	./results/tsigane_ADJ.1987-1988.2005-2006.patterns.d3.csv	12	10	10	17	0.755609651835
jardiner_VER	10	29	./results/jardiner_VER.1987-1988.2005-2006.patterns.d3.csv	10	30	8	37	0.164808563272
trek_NOM	34	24	./results/trek_NOM.1987-1988.2005-2006.patterns.d3.csv	10	2	16	5	0.0
anti-aériens_ADJ	41	1	./results/anti-aériens_ADJ.1987-1988.2005-2006.patterns.d3.csv	40	1	50	5	0.0
universalisme_NOM	20	54	./results/universalisme_NOM.1987-1988.2005-2006.patterns.d3.csv	21	58	24	87	0.75403555272
inconditionnel_NOM	266	175	./results/inconditionnel_NOM.1987-1988.2005-2006.patterns.d3.csv	94	51	121	61	0.916485608432
sérologique_ADJ	28	18	./results/sérologique_ADJ.1987-1988.2005-2006.patterns.d3.csv	28	18	50	36	0.794125985212
vecteur_NOM	159	269	./results/vecteur_NOM.1987-1988.2005-2006.patterns.d3.csv	134	220	182	251	0.920914656459
conjonction_NOM	204	93	./results/conjonction_NOM.1987-1988.2005-2006.patterns.d3.csv	204	93	213	131	0.9711142292
tifosi_NOM	13	16	./results/tifosi_NOM.1987-1988.2005-2006.patterns.d3.csv	13	15	15	22	0.588723986944
groggy_ADJ	19	7	./results/groggy_ADJ.1987-1988.2005-2006.patterns.d3.csv	19	7	27	10	0.177122977108
inflation_NOM	3006	1649	./results/inflation_NOM.1987-1988.2005-2006.patterns.d3.csv	3078	1732	890	702	0.986459838374
exister_NOM	7662	6033	./results/exister_NOM.1987-1988.2005-2006.patterns.d3.csv	40	34	38	40	0.936944208819
saumon_NOM	265	114	./results/saumon_NOM.1987-1988.2005-2006.patterns.d3.csv	276	115	239	115	0.960506992209
asocial_ADJ	14	18	./results/asocial_ADJ.1987-1988.2005-2006.patterns.d3.csv	10	16	4	8	0.533113989983
secrètement_ADV	201	150	./results/secrètement_ADV.1987-1988.2005-2006.patterns.d3.csv	0	0	0	0	0
reflux_NOM	139	86	./results/reflux_NOM.1987-1988.2005-2006.patterns.d3.csv	140	82	162	94	0.940766498288
empreindre_VER	146	185	./results/empreindre_VER.1987-1988.2005-2006.patterns.d3.csv	147	185	142	160	0.97911825025
débutant_ADJ	377	275	./results/débutant_ADJ.1987-1988.2005-2006.patterns.d3.csv	290	214	264	205	0.953610327435
variole_NOM	15	23	./results/variole_NOM.1987-1988.2005-2006.patterns.d3.csv	16	23	18	21	0.898819804692
statutairement_ADV	32	11	./results/statutairement_ADV.1987-1988.2005-2006.patterns.d3.csv	0	0	0	0	0
drastique_ADJ	152	199	./results/drastique_ADJ.1987-1988.2005-2006.patterns.d3.csv	152	199	147	170	0.97521700932
moyen_ADJ	14486	11819	./results/moyen_ADJ.1987-1988.2005-2006.patterns.d3.csv	4732	4058	1066	979	0.990991654257
dais_NOM	17	3	./results/dais_NOM.1987-1988.2005-2006.patterns.d3.csv	17	3	37	7	0.135724178508
tripoter_VER	10	9	./results/tripoter_VER.1987-1988.2005-2006.patterns.d3.csv	10	9	24	13	0.0
occupation_NOM	1334	1227	./results/occupation_NOM.1987-1988.2005-2006.patterns.d3.csv	1318	1205	555	501	0.991738193398
uvres_NOM	2	101	./results/uvres_NOM.1987-1988.2005-2006.patterns.d3.csv	0	12	0	14	0
dommages-intérêts_NOM	82	30	./results/dommages-intérêts_NOM.1987-1988.2005-2006.patterns.d3.csv	84	30	68	45	0.955810116012
désastre_NOM	424	570	./results/désastre_NOM.1987-1988.2005-2006.patterns.d3.csv	425	576	363	437	0.97763139861
reclure_VER	25	53	./results/reclure_VER.1987-1988.2005-2006.patterns.d3.csv	25	53	35	50	0.910932633308
particulièrement_ADV	5012	3087	./results/particulièrement_ADV.1987-1988.2005-2006.patterns.d3.csv	0	0	0	0	0
étonnamment_ADV	138	105	./results/étonnamment_ADV.1987-1988.2005-2006.patterns.d3.csv	0	0	0	0	0
chez-soi_NOM	4	12	./results/chez-soi_NOM.1987-1988.2005-2006.patterns.d3.csv	4	12	5	24	0.0
écharper_VER	9	21	./results/écharper_VER.1987-1988.2005-2006.patterns.d3.csv	9	21	14	42	0.478226534974
euro-franc_NOM	12	0	./results/euro-franc_NOM.1987-1988.2005-2006.patterns.d3.csv	12	0	0	0	0
veiller_VER	1219	922	./results/veiller_VER.1987-1988.2005-2006.patterns.d3.csv	1226	920	508	466	0.991220718469
marginaliser_VER	246	214	./results/marginaliser_VER.1987-1988.2005-2006.patterns.d3.csv	247	215	271	276	0.846892929296
enfoncé_ADJ	104	74	./results/enfoncé_ADJ.1987-1988.2005-2006.patterns.d3.csv	9	3	11	3	0.462910049886
primordial_ADJ	285	190	./results/primordial_ADJ.1987-1988.2005-2006.patterns.d3.csv	285	190	218	155	0.870930999821
iriser_VER	15	16	./results/iriser_VER.1987-1988.2005-2006.patterns.d3.csv	15	16	23	17	0.768040271878
serf_NOM	78	60	./results/serf_NOM.1987-1988.2005-2006.patterns.d3.csv	14	7	21	4	0.422577127364
sri-lankaise_ADJ	82	48	./results/sri-lankaise_ADJ.1987-1988.2005-2006.patterns.d3.csv	69	27	72	33	0.847193791864
guerrier_ADJ	330	331	./results/guerrier_ADJ.1987-1988.2005-2006.patterns.d3.csv	151	152	126	139	0.929098919952
toute-puissante_ADJ	61	28	./results/toute-puissante_ADJ.1987-1988.2005-2006.patterns.d3.csv	61	28	94	37	0.389642666705
nommer_VER	5583	3755	./results/nommer_VER.1987-1988.2005-2006.patterns.d3.csv	5905	4018	1258	1121	0.982564424631
linteau_NOM	9	9	./results/linteau_NOM.1987-1988.2005-2006.patterns.d3.csv	9	9	16	14	0.721727379943
culminer_VER	258	222	./results/culminer_VER.1987-1988.2005-2006.patterns.d3.csv	258	222	182	184	0.976979123015
sus_ADV	112	139	./results/sus_ADV.1987-1988.2005-2006.patterns.d3.csv	0	0	0	0	0
certainement_ADV	1577	840	./results/certainement_ADV.1987-1988.2005-2006.patterns.d3.csv	0	0	0	0	0
multi_NOM	117	86	./results/multi_NOM.1987-1988.2005-2006.patterns.d3.csv	3	8	3	5	0.0
aides-soignants_NOM	18	15	./results/aides-soignants_NOM.1987-1988.2005-2006.patterns.d3.csv	13	12	7	17	0.816130591343
limace_NOM	2	10	./results/limace_NOM.1987-1988.2005-2006.patterns.d3.csv	2	9	3	9	0.0
brochet_NOM	30	44	./results/brochet_NOM.1987-1988.2005-2006.patterns.d3.csv	25	27	30	37	0.440477243476
geyser_NOM	12	30	./results/geyser_NOM.1987-1988.2005-2006.patterns.d3.csv	13	30	20	45	0.683880331412
rassurer_VER	1450	1370	./results/rassurer_VER.1987-1988.2005-2006.patterns.d3.csv	1455	1370	797	706	0.987265324807
câbler_VER	271	59	./results/câbler_VER.1987-1988.2005-2006.patterns.d3.csv	282	60	229	67	0.952348793062
téléviseur_NOM	392	287	./results/téléviseur_NOM.1987-1988.2005-2006.patterns.d3.csv	408	292	321	279	0.930400516548
post-industrielle_ADJ	17	1	./results/post-industrielle_ADJ.1987-1988.2005-2006.patterns.d3.csv	17	1	17	5	0.0513834995539
habitude_NOM	2310	1617	./results/habitude_NOM.1987-1988.2005-2006.patterns.d3.csv	2319	1617	837	682	0.989416189167
encaisser_VER	272	246	./results/encaisser_VER.1987-1988.2005-2006.patterns.d3.csv	275	246	295	297	0.948235034743
conférencier_NOM	73	52	./results/conférencier_NOM.1987-1988.2005-2006.patterns.d3.csv	70	50	102	48	0.655464999396
rapatrier_VER	315	276	./results/rapatrier_VER.1987-1988.2005-2006.patterns.d3.csv	318	276	329	318	0.978270131648
politico-religieuse_ADJ	10	5	./results/politico-religieuse_ADJ.1987-1988.2005-2006.patterns.d3.csv	10	5	25	12	0.363054099091
présidentialisation_NOM	20	11	./results/présidentialisation_NOM.1987-1988.2005-2006.patterns.d3.csv	20	11	32	17	0.49009802941
boycotter_VER	298	258	./results/boycotter_VER.1987-1988.2005-2006.patterns.d3.csv	300	262	443	346	0.926715422257
martyriser_VER	57	59	./results/martyriser_VER.1987-1988.2005-2006.patterns.d3.csv	58	60	96	120	0.62466861863
christianiser_VER	23	11	./results/christianiser_VER.1987-1988.2005-2006.patterns.d3.csv	23	11	32	17	0.240728460243
rubriquer_VER	9	15	./results/rubriquer_VER.1987-1988.2005-2006.patterns.d3.csv	10	15	14	15	0.291937104061
chicaner_VER	17	6	./results/chicaner_VER.1987-1988.2005-2006.patterns.d3.csv	17	6	28	16	0.467747665721
atoll_NOM	105	39	./results/atoll_NOM.1987-1988.2005-2006.patterns.d3.csv	104	37	114	66	0.887036673865
jaillissant_ADJ	25	14	./results/jaillissant_ADJ.1987-1988.2005-2006.patterns.d3.csv	10	6	13	6	0.314269680527
durée_NOM	3766	3354	./results/durée_NOM.1987-1988.2005-2006.patterns.d3.csv	3797	3399	916	810	0.977994784746
anglomanie_NOM	15	4	./results/anglomanie_NOM.1987-1988.2005-2006.patterns.d3.csv	16	4	20	4	0.0
technopole_NOM	115	8	./results/technopole_NOM.1987-1988.2005-2006.patterns.d3.csv	112	8	141	14	0.515463156637
éponger_VER	156	66	./results/éponger_VER.1987-1988.2005-2006.patterns.d3.csv	156	66	212	117	0.91796370479
utilement_ADV	142	61	./results/utilement_ADV.1987-1988.2005-2006.patterns.d3.csv	0	0	0	0	0
dénationalisation_NOM	94	4	./results/dénationalisation_NOM.1987-1988.2005-2006.patterns.d3.csv	94	4	123	5	0.383088923716
monocoque_ADJ	41	91	./results/monocoque_ADJ.1987-1988.2005-2006.patterns.d3.csv	8	28	12	34	0.0216540187994
pataud_ADJ	20	39	./results/pataud_ADJ.1987-1988.2005-2006.patterns.d3.csv	20	38	22	38	0.591997322201
agro_NOM	837	41	./results/agro_NOM.1987-1988.2005-2006.patterns.d3.csv	13	0	8	0	0
doctement_ADV	26	25	./results/doctement_ADV.1987-1988.2005-2006.patterns.d3.csv	0	0	0	0	0
tourneur_NOM	77	79	./results/tourneur_NOM.1987-1988.2005-2006.patterns.d3.csv	41	41	49	43	0.834562876616
basculer_VER	416	646	./results/basculer_VER.1987-1988.2005-2006.patterns.d3.csv	420	650	360	480	0.970744297706
philosophal_ADJ	14	6	./results/philosophal_ADJ.1987-1988.2005-2006.patterns.d3.csv	14	6	33	15	0.726284093503
dentelle_NOM	158	243	./results/dentelle_NOM.1987-1988.2005-2006.patterns.d3.csv	157	243	116	196	0.977641603547
mutique_ADJ	5	32	./results/mutique_ADJ.1987-1988.2005-2006.patterns.d3.csv	5	32	5	35	0.0542326144547
audimat_NOM	123	54	./results/audimat_NOM.1987-1988.2005-2006.patterns.d3.csv	32	0	32	0	0
obédience_NOM	125	63	./results/obédience_NOM.1987-1988.2005-2006.patterns.d3.csv	125	63	129	108	0.92359264138
demeurer_VER	4489	2458	./results/demeurer_VER.1987-1988.2005-2006.patterns.d3.csv	4509	2465	1344	963	0.985593900758
polonais_NOM	1792	2003	./results/polonais_NOM.1987-1988.2005-2006.patterns.d3.csv	116	96	145	143	0.673702421339
démographique_ADJ	561	529	./results/démographique_ADJ.1987-1988.2005-2006.patterns.d3.csv	565	529	285	284	0.991475065393
assainissement_NOM	448	205	./results/assainissement_NOM.1987-1988.2005-2006.patterns.d3.csv	456	204	314	144	0.971230389637
ruée_NOM	166	103	./results/ruée_NOM.1987-1988.2005-2006.patterns.d3.csv	157	93	178	119	0.934656680186
démuni_ADJ	125	139	./results/démuni_ADJ.1987-1988.2005-2006.patterns.d3.csv	106	130	108	151	0.926280770833
trench-coat_NOM	8	6	./results/trench-coat_NOM.1987-1988.2005-2006.patterns.d3.csv	8	6	8	11	0.0
dermatologie_NOM	9	16	./results/dermatologie_NOM.1987-1988.2005-2006.patterns.d3.csv	10	16	17	9	0.70010257928
absorbant_ADJ	66	34	./results/absorbant_ADJ.1987-1988.2005-2006.patterns.d3.csv	26	14	31	11	0.393860559886
routage_NOM	22	6	./results/routage_NOM.1987-1988.2005-2006.patterns.d3.csv	23	6	32	6	0.602213370996
ruineux_ADJ	84	22	./results/ruineux_ADJ.1987-1988.2005-2006.patterns.d3.csv	84	22	89	46	0.589042103234
contingentement_NOM	53	13	./results/contingentement_NOM.1987-1988.2005-2006.patterns.d3.csv	54	13	84	41	0.549822219631
aéronef_NOM	46	32	./results/aéronef_NOM.1987-1988.2005-2006.patterns.d3.csv	46	27	61	37	0.59255505679
abstraire_VER	257	177	./results/abstraire_VER.1987-1988.2005-2006.patterns.d3.csv	259	177	229	160	0.939992972735
viser_VER	4643	5415	./results/viser_VER.1987-1988.2005-2006.patterns.d3.csv	4670	5465	1206	1212	0.997588246164
sidérurgiste_NOM	152	214	./results/sidérurgiste_NOM.1987-1988.2005-2006.patterns.d3.csv	155	214	179	247	0.904394721194
parangon_NOM	26	22	./results/parangon_NOM.1987-1988.2005-2006.patterns.d3.csv	26	22	38	28	0.86730576588
micro-édition_NOM	18	1	./results/micro-édition_NOM.1987-1988.2005-2006.patterns.d3.csv	18	1	26	1	0.0
pulpeux_ADJ	43	23	./results/pulpeux_ADJ.1987-1988.2005-2006.patterns.d3.csv	43	23	52	31	0.596694189719
enfilade_NOM	37	28	./results/enfilade_NOM.1987-1988.2005-2006.patterns.d3.csv	37	28	51	41	0.765853908471
attentat-suicide_NOM	0	166	./results/attentat-suicide_NOM.1987-1988.2005-2006.patterns.d3.csv	0	163	0	0	0
stoicisme_NOM	22	0	./results/stoicisme_NOM.1987-1988.2005-2006.patterns.d3.csv	22	0	0	0	0
quitus_NOM	32	23	./results/quitus_NOM.1987-1988.2005-2006.patterns.d3.csv	32	23	64	30	0.751220020784
gazoduc_NOM	48	240	./results/gazoduc_NOM.1987-1988.2005-2006.patterns.d3.csv	49	246	78	254	0.869996390297
jante_NOM	6	17	./results/jante_NOM.1987-1988.2005-2006.patterns.d3.csv	6	17	11	22	0.624559213768
sacrilège_ADJ	133	77	./results/sacrilège_ADJ.1987-1988.2005-2006.patterns.d3.csv	77	36	82	54	0.620367015446
recourbé_ADJ	9	10	./results/recourbé_ADJ.1987-1988.2005-2006.patterns.d3.csv	7	6	19	8	0.136930639376
enrichissement_NOM	237	666	./results/enrichissement_NOM.1987-1988.2005-2006.patterns.d3.csv	236	676	193	329	0.936243051774
non-paiement_NOM	41	28	./results/non-paiement_NOM.1987-1988.2005-2006.patterns.d3.csv	41	28	51	34	0.903131143507
frustration_NOM	305	422	./results/frustration_NOM.1987-1988.2005-2006.patterns.d3.csv	310	421	304	346	0.957011888489
triplé_NOM	122	157	./results/triplé_NOM.1987-1988.2005-2006.patterns.d3.csv	15	30	30	39	0.631192589897
dispensé_ADJ	109	62	./results/dispensé_ADJ.1987-1988.2005-2006.patterns.d3.csv	19	9	30	25	0.305423610891
boucle_NOM	293	573	./results/boucle_NOM.1987-1988.2005-2006.patterns.d3.csv	243	391	212	313	0.909546099109
fixité_NOM	25	15	./results/fixité_NOM.1987-1988.2005-2006.patterns.d3.csv	24	15	33	21	0.49588470368
hara-kiri_NOM	41	22	./results/hara-kiri_NOM.1987-1988.2005-2006.patterns.d3.csv	31	12	35	23	0.804815054983
pilon_NOM	45	33	./results/pilon_NOM.1987-1988.2005-2006.patterns.d3.csv	34	26	56	38	0.855211270708
coédition_NOM	26	28	./results/coédition_NOM.1987-1988.2005-2006.patterns.d3.csv	28	28	32	38	0.863230907137
mortification_NOM	13	11	./results/mortification_NOM.1987-1988.2005-2006.patterns.d3.csv	13	11	16	6	0.691023319081
intemporel_ADJ	77	84	./results/intemporel_ADJ.1987-1988.2005-2006.patterns.d3.csv	77	84	74	78	0.650484390807
positon_NOM	11	5	./results/positon_NOM.1987-1988.2005-2006.patterns.d3.csv	11	3	12	1	0.0
curé_NOM	484	186	./results/curé_NOM.1987-1988.2005-2006.patterns.d3.csv	460	167	331	155	0.960587259599
avaleur_NOM	7	4	./results/avaleur_NOM.1987-1988.2005-2006.patterns.d3.csv	7	4	8	7	0.673435029701
canadien_NOM	1793	1185	./results/canadien_NOM.1987-1988.2005-2006.patterns.d3.csv	145	100	197	157	0.661181425796
palpable_ADJ	45	131	./results/palpable_ADJ.1987-1988.2005-2006.patterns.d3.csv	45	131	46	130	0.717213663963
métronome_NOM	26	26	./results/métronome_NOM.1987-1988.2005-2006.patterns.d3.csv	24	26	28	29	0.8556560381
barge_NOM	47	30	./results/barge_NOM.1987-1988.2005-2006.patterns.d3.csv	45	29	76	60	0.779713081467
caresser_VER	277	233	./results/caresser_VER.1987-1988.2005-2006.patterns.d3.csv	277	233	324	265	0.925217801212
indonésien_ADJ	200	470	./results/indonésien_ADJ.1987-1988.2005-2006.patterns.d3.csv	158	421	130	254	0.933571210876
collectif_ADJ	3195	4055	./results/collectif_ADJ.1987-1988.2005-2006.patterns.d3.csv	2885	3480	719	864	0.993541113309
antithétique_ADJ	9	5	./results/antithétique_ADJ.1987-1988.2005-2006.patterns.d3.csv	9	5	10	6	0.235702260396
ami_ADJ	7799	6063	./results/ami_ADJ.1987-1988.2005-2006.patterns.d3.csv	594	517	352	367	0.952228300009
coaches_NOM	2	21	./results/coaches_NOM.1987-1988.2005-2006.patterns.d3.csv	2	20	3	38	0.0
tout-terrain_NOM	45	86	./results/tout-terrain_NOM.1987-1988.2005-2006.patterns.d3.csv	19	47	28	85	0.598216242129
drame_NOM	1758	1655	./results/drame_NOM.1987-1988.2005-2006.patterns.d3.csv	1777	1664	861	852	0.989114519919
brasero_NOM	7	11	./results/brasero_NOM.1987-1988.2005-2006.patterns.d3.csv	7	11	14	17	0.492365963917
féminiser_VER	32	54	./results/féminiser_VER.1987-1988.2005-2006.patterns.d3.csv	32	54	36	80	0.654435554507
residuo_NOM	0	9	./results/residuo_NOM.1987-1988.2005-2006.patterns.d3.csv	0	11	0	0	0
lupus_NOM	10	6	./results/lupus_NOM.1987-1988.2005-2006.patterns.d3.csv	9	5	16	7	0.0
surréel_ADJ	18	23	./results/surréel_ADJ.1987-1988.2005-2006.patterns.d3.csv	18	23	23	28	0.549237698871
grec_ADJ	874	634	./results/grec_ADJ.1987-1988.2005-2006.patterns.d3.csv	718	518	378	317	0.985611633794
antisismiques_ADJ	5	7	./results/antisismiques_ADJ.1987-1988.2005-2006.patterns.d3.csv	5	7	13	11	0.111282976815
brahmane_NOM	10	10	./results/brahmane_NOM.1987-1988.2005-2006.patterns.d3.csv	10	10	13	16	0.248069469178
cimenterie_NOM	37	25	./results/cimenterie_NOM.1987-1988.2005-2006.patterns.d3.csv	36	25	44	36	0.691112405546
affaler_VER	39	23	./results/affaler_VER.1987-1988.2005-2006.patterns.d3.csv	39	23	51	29	0.741739951671
cannoises_ADJ	4	11	./results/cannoises_ADJ.1987-1988.2005-2006.patterns.d3.csv	3	10	5	18	0.0816496580928
névrose_NOM	93	77	./results/névrose_NOM.1987-1988.2005-2006.patterns.d3.csv	96	77	118	92	0.83241838711
décret_NOM	1790	2223	./results/décret_NOM.1987-1988.2005-2006.patterns.d3.csv	1850	2382	816	696	0.799724346632
raisonner_VER	307	215	./results/raisonner_VER.1987-1988.2005-2006.patterns.d3.csv	306	215	291	200	0.979233052387
émoustiller_VER	22	21	./results/émoustiller_VER.1987-1988.2005-2006.patterns.d3.csv	22	22	32	49	0.335133341277
interlude_NOM	21	16	./results/interlude_NOM.1987-1988.2005-2006.patterns.d3.csv	20	15	36	24	0.472781310426
noir_NOM	8608	7980	./results/noir_NOM.1987-1988.2005-2006.patterns.d3.csv	1660	1430	750	623	0.992216127774
anagramme_NOM	18	16	./results/anagramme_NOM.1987-1988.2005-2006.patterns.d3.csv	18	15	26	25	0.763590180292
joyau_NOM	128	145	./results/joyau_NOM.1987-1988.2005-2006.patterns.d3.csv	117	145	159	200	0.951035322962
quasi-stagnation_NOM	26	11	./results/quasi-stagnation_NOM.1987-1988.2005-2006.patterns.d3.csv	25	11	44	20	0.72555289152
montrer_VER	10726	10550	./results/montrer_VER.1987-1988.2005-2006.patterns.d3.csv	10793	10605	1879	1814	0.980848835567
naitront_VER	28	0	./results/naitront_VER.1987-1988.2005-2006.patterns.d3.csv	26	0	0	0	0
intrépidité_NOM	20	6	./results/intrépidité_NOM.1987-1988.2005-2006.patterns.d3.csv	20	6	32	4	0.119898129866
marginal_NOM	720	474	./results/marginal_NOM.1987-1988.2005-2006.patterns.d3.csv	223	79	200	93	0.912462976318
inviolabilité_NOM	19	14	./results/inviolabilité_NOM.1987-1988.2005-2006.patterns.d3.csv	19	14	29	25	0.872236824743
velours_NOM	301	322	./results/velours_NOM.1987-1988.2005-2006.patterns.d3.csv	301	322	199	239	0.986513079182
réaffectation_NOM	5	8	./results/réaffectation_NOM.1987-1988.2005-2006.patterns.d3.csv	5	8	5	15	0.0
spasme_NOM	26	40	./results/spasme_NOM.1987-1988.2005-2006.patterns.d3.csv	26	40	46	50	0.734007296698
dernier_NOM	46231	24515	./results/dernier_NOM.1987-1988.2005-2006.patterns.d3.csv	3872	3189	795	672	0.997879402521
buveur_NOM	61	35	./results/buveur_NOM.1987-1988.2005-2006.patterns.d3.csv	62	35	71	47	0.826888417608
